Jahr,PLZ,GA,GA_flag,HTA,HTA_flag
2012,2923,8.01,1,75.00,
2012,2924,8.01,1,11.43,2
2012,2925,8.01,1,42.00,
2012,2926,8.01,1,181.00,
2012,2932,8.01,1,72.00,
2012,2933,8.01,1,36.00,
2012,2935,8.01,1,11.43,2
2012,2942,25.00,,195.00,
2012,2943,8.01,1,75.00,
2012,2944,8.01,1,88.00,
2012,2946,8.01,1,65.00,
2012,2947,8.01,1,43.00,
2012,2950,67.00,,328.00,
2012,2952,27.00,,108.00,
2012,2953,8.01,1,26.00,
2012,2954,8.01,1,22.00,
2012,3004,546.00,,1431.00,
2012,3005,959.00,,2273.00,
2012,3006,3293.00,,8676.00,
2012,3007,3618.00,,7054.00,
2012,3008,1935.00,,3991.00,
2012,3010,10.82,1,44.00,
2012,3011,1389.00,,3359.00,
2012,3012,3540.00,,6405.00,
2012,3013,2343.00,,4714.00,
2012,3014,2645.00,,5847.00,
2012,3015,451.00,,1027.00,
2012,3018,1706.00,,5375.00,
2012,3019,55.00,,351.00,
2012,3020,10.82,1,127.00,
2012,3027,1029.00,,3363.00,
2012,3032,474.00,,2015.00,
2012,3033,138.00,,749.00,
2012,3034,10.82,1,96.00,
2012,3035,25.00,,91.00,
2012,3036,53.00,,288.00,
2012,3037,191.00,,809.00,
2012,3038,123.00,,584.00,
2012,3042,78.00,,303.00,
2012,3043,129.00,,714.00,
2012,3044,50.00,,301.00,
2012,3045,136.00,,545.00,
2012,3046,33.00,,184.00,
2012,3047,538.00,,2027.00,
2012,3048,198.00,,643.00,
2012,3049,56.00,,208.00,
2012,3052,1044.00,,4040.00,
2012,3053,928.00,,3841.00,
2012,3054,291.00,,1344.00,
2012,3063,959.00,,3589.00,
2012,3065,618.00,,2801.00,
2012,3066,263.00,,1306.00,
2012,3067,283.00,,1421.00,
2012,3068,86.00,,588.00,
2012,3072,1440.00,,5642.00,
2012,3073,736.00,,2937.00,
2012,3074,789.00,,3045.00,
2012,3075,332.00,,1381.00,
2012,3076,502.00,,2626.00,
2012,3077,24.00,,133.00,
2012,3078,10.82,1,127.00,
2012,3082,30.00,,255.00,
2012,3083,26.00,,184.00,
2012,3084,1184.00,,3296.00,
2012,3086,80.00,,431.00,
2012,3087,22.00,,146.00,
2012,3088,35.00,,245.00,
2012,3089,10.82,1,65.00,
2012,3095,494.00,,1560.00,
2012,3096,30.00,,217.00,
2012,3097,1129.00,,3272.00,
2012,3098,1264.00,,4385.00,
2012,3099,10.82,1,72.00,
2012,3110,1383.00,,4894.00,
2012,3111,37.00,,147.00,
2012,3112,41.00,,248.00,
2012,3113,245.00,,1279.00,
2012,3114,371.00,,1611.00,
2012,3115,92.00,,422.00,
2012,3116,99.00,,467.00,
2012,3122,311.00,,1608.00,
2012,3123,830.00,,4211.00,
2012,3124,10.82,1,93.00,
2012,3125,240.00,,1001.00,
2012,3126,142.00,,490.00,
2012,3127,209.00,,561.00,
2012,3128,44.00,,193.00,
2012,3132,137.00,,739.00,
2012,3144,61.00,,385.00,
2012,3145,253.00,,1132.00,
2012,3147,109.00,,338.00,
2012,3148,49.00,,329.00,
2012,3150,430.00,,1689.00,
2012,3152,23.00,,168.00,
2012,3153,25.00,,109.00,
2012,3154,46.00,,236.00,
2012,3155,10.82,1,83.00,
2012,3156,10.82,1,80.00,
2012,3157,10.82,1,75.00,
2012,3158,24.00,,146.00,
2012,3159,10.82,1,44.00,
2012,3172,191.00,,977.00,
2012,3173,77.00,,541.00,
2012,3174,127.00,,713.00,
2012,3175,100.00,,490.00,
2012,3176,231.00,,1336.00,
2012,3177,271.00,,1151.00,
2012,3178,174.00,,938.00,
2012,3179,26.00,,114.00,
2012,3182,91.00,,615.00,
2012,3183,10.82,1,103.00,
2012,3184,227.00,,934.00,
2012,3185,303.00,,1000.00,
2012,3186,502.00,,2138.00,
2012,3202,70.00,,395.00,
2012,3203,47.00,,378.00,
2012,3204,40.00,,352.00,
2012,3205,67.00,,359.00,
2012,3206,74.00,,364.00,
2012,3207,43.00,,184.00,
2012,3208,10.82,1,65.00,
2012,3210,493.00,,1343.00,
2012,3212,83.00,,418.00,
2012,3213,52.00,,285.00,
2012,3214,10.82,1,115.00,
2012,3215,25.00,,142.00,
2012,3216,63.00,,246.00,
2012,3225,69.00,,286.00,
2012,3226,29.00,,117.00,
2012,3232,420.00,,1034.00,
2012,3233,33.00,,147.00,
2012,3234,59.00,,242.00,
2012,3235,150.00,,394.00,
2012,3236,74.00,,297.00,
2012,3237,29.00,,149.00,
2012,3238,32.00,,211.00,
2012,3250,1163.00,,4275.00,
2012,3251,29.00,,204.00,
2012,3252,134.00,,657.00,
2012,3253,39.00,,361.00,
2012,3254,68.00,,331.00,
2012,3255,41.00,,374.00,
2012,3256,25.00,,211.00,
2012,3257,152.00,,703.00,
2012,3262,43.00,,219.00,
2012,3263,33.00,,243.00,
2012,3264,36.00,,278.00,
2012,3266,10.82,1,188.00,
2012,3267,120.00,,597.00,
2012,3268,10.82,1,160.00,
2012,3270,316.00,,1541.00,
2012,3271,20.00,,129.00,
2012,3272,49.00,,393.00,
2012,3273,53.00,,397.00,
2012,3274,34.00,,370.00,
2012,3280,630.00,,2158.00,
2012,3282,46.00,,334.00,
2012,3283,93.00,,554.00,
2012,3284,54.00,,148.00,
2012,3285,28.00,,138.00,
2012,3286,79.00,,356.00,
2012,3292,142.00,,674.00,
2012,3293,70.00,,466.00,
2012,3294,228.00,,1051.00,
2012,3295,31.00,,222.00,
2012,3296,61.00,,358.00,
2012,3297,40.00,,360.00,
2012,3298,23.00,,254.00,
2012,3302,349.00,,1275.00,
2012,3303,588.00,,2424.00,
2012,3305,10.82,1,173.00,
2012,3306,10.82,1,94.00,
2012,3307,10.82,1,45.00,
2012,3308,120.00,,391.00,
2012,3309,29.00,,255.00,
2012,3312,261.00,,694.00,
2012,3313,45.00,,176.00,
2012,3314,46.00,,151.00,
2012,3315,377.00,,986.00,
2012,3317,27.00,,148.00,
2012,3322,412.00,,2284.00,
2012,3323,46.00,,377.00,
2012,3324,202.00,,826.00,
2012,3325,44.00,,264.00,
2012,3326,54.00,,356.00,
2012,3360,686.00,,1903.00,
2012,3362,138.00,,561.00,
2012,3363,79.00,,294.00,
2012,3365,58.00,,299.00,
2012,3366,24.00,,191.00,
2012,3367,54.00,,366.00,
2012,3368,10.82,1,206.00,
2012,3372,10.82,1,50.00,
2012,3373,53.00,,229.00,
2012,3374,21.00,,108.00,
2012,3375,35.00,,168.00,
2012,3376,10.82,1,75.00,
2012,3377,10.82,1,119.00,
2012,3380,135.00,,733.00,
2012,3400,1829.00,,6000.00,
2012,3412,32.00,,270.00,
2012,3413,10.82,1,143.00,
2012,3414,216.00,,1052.00,
2012,3415,325.00,,1469.00,
2012,3416,25.00,,164.00,
2012,3417,10.82,1,136.00,
2012,3418,10.82,1,143.00,
2012,3419,10.82,1,86.00,
2012,3421,112.00,,545.00,
2012,3422,436.00,,2409.00,
2012,3423,73.00,,528.00,
2012,3424,10.82,1,84.00,
2012,3425,105.00,,660.00,
2012,3426,53.00,,349.00,
2012,3427,269.00,,1253.00,
2012,3428,77.00,,256.00,
2012,3429,10.82,1,106.00,
2012,3432,186.00,,896.00,
2012,3433,24.00,,103.00,
2012,3434,22.00,,113.00,
2012,3435,10.82,1,65.00,
2012,3436,135.00,,711.00,
2012,3437,23.00,,124.00,
2012,3438,20.00,,147.00,
2012,3439,21.00,,131.00,
2012,3452,48.00,,216.00,
2012,3453,25.00,,184.00,
2012,3454,136.00,,681.00,
2012,3455,33.00,,161.00,
2012,3456,10.82,1,42.00,
2012,3457,56.00,,435.00,
2012,3462,24.00,,108.00,
2012,3463,10.82,1,65.00,
2012,3464,10.82,1,43.00,
2012,3465,23.00,,190.00,
2012,3472,106.00,,524.00,
2012,3473,31.00,,185.00,
2012,3474,10.82,1,74.00,
2012,3475,10.82,1,97.00,
2012,3476,10.82,1,93.00,
2012,3503,27.00,,144.00,
2012,3504,50.00,,280.00,
2012,3506,337.00,,1270.00,
2012,3507,140.00,,658.00,
2012,3508,28.00,,185.00,
2012,3510,602.00,,2237.00,
2012,3512,107.00,,403.00,
2012,3513,26.00,,137.00,
2012,3531,23.00,,161.00,
2012,3532,135.00,,670.00,
2012,3533,66.00,,302.00,
2012,3534,116.00,,491.00,
2012,3535,58.00,,283.00,
2012,3536,10.82,1,136.00,
2012,3537,55.00,,303.00,
2012,3538,10.82,1,135.00,
2012,3543,10.82,1,143.00,
2012,3550,941.00,,2651.00,
2012,3551,10.82,1,73.00,
2012,3552,73.00,,437.00,
2012,3553,23.00,,99.00,
2012,3555,120.00,,514.00,
2012,3556,57.00,,205.00,
2012,3557,10.82,1,55.00,
2012,3600,3378.00,,6830.00,
2012,3603,306.00,,919.00,
2012,3604,2047.00,,5568.00,
2012,3608,259.00,,942.00,
2012,3612,1252.00,,4333.00,
2012,3613,575.00,,1895.00,
2012,3614,33.00,,174.00,
2012,3615,60.00,,327.00,
2012,3616,20.00,,154.00,
2012,3617,40.00,,209.00,
2012,3618,10.82,1,85.00,
2012,3619,10.82,1,111.00,
2012,3622,21.00,,115.00,
2012,3623,10.82,1,83.00,
2012,3624,155.00,,610.00,
2012,3625,59.00,,266.00,
2012,3626,517.00,,1371.00,
2012,3627,427.00,,1910.00,
2012,3628,178.00,,731.00,
2012,3629,140.00,,607.00,
2012,3631,26.00,,105.00,
2012,3632,28.00,,180.00,
2012,3633,52.00,,260.00,
2012,3634,170.00,,843.00,
2012,3635,42.00,,196.00,
2012,3636,48.00,,214.00,
2012,3638,62.00,,462.00,
2012,3645,493.00,,1642.00,
2012,3646,122.00,,443.00,
2012,3647,61.00,,299.00,
2012,3652,298.00,,835.00,
2012,3653,282.00,,1162.00,
2012,3654,107.00,,482.00,
2012,3655,124.00,,657.00,
2012,3656,45.00,,343.00,
2012,3657,21.00,,151.00,
2012,3658,79.00,,434.00,
2012,3661,491.00,,2069.00,
2012,3662,240.00,,752.00,
2012,3663,50.00,,249.00,
2012,3664,95.00,,348.00,
2012,3665,195.00,,826.00,
2012,3671,78.00,,318.00,
2012,3672,262.00,,1058.00,
2012,3673,50.00,,232.00,
2012,3674,10.82,1,116.00,
2012,3700,1540.00,,3129.00,
2012,3702,81.00,,248.00,
2012,3703,199.00,,651.00,
2012,3704,130.00,,405.00,
2012,3705,126.00,,496.00,
2012,3706,108.00,,347.00,
2012,3707,10.82,1,125.00,
2012,3711,10.82,1,68.00,
2012,3713,113.00,,638.00,
2012,3714,497.00,,1900.00,
2012,3715,225.00,,987.00,
2012,3716,20.00,,144.00,
2012,3717,10.82,1,38.00,
2012,3718,144.00,,533.00,
2012,3722,45.00,,142.00,
2012,3723,10.82,1,81.00,
2012,3724,10.82,1,36.00,
2012,3725,10.82,1,73.00,
2012,3752,163.00,,772.00,
2012,3753,54.00,,208.00,
2012,3754,10.82,1,102.00,
2012,3755,10.82,1,78.00,
2012,3756,10.82,1,34.00,
2012,3757,10.82,1,43.00,
2012,3758,40.00,,142.00,
2012,3762,100.00,,311.00,
2012,3763,32.00,,111.00,
2012,3764,24.00,,98.00,
2012,3765,32.00,,165.00,
2012,3766,69.00,,315.00,
2012,3770,207.00,,818.00,
2012,3771,22.00,,122.00,
2012,3772,50.00,,227.00,
2012,3773,27.00,,131.00,
2012,3775,146.00,,714.00,
2012,3776,10.82,1,34.00,
2012,3777,10.82,1,116.00,
2012,3778,54.00,,344.00,
2012,3780,109.00,,1055.00,
2012,3781,10.82,1,72.00,
2012,3782,10.82,1,229.00,
2012,3783,10.82,1,127.00,
2012,3784,10.82,1,120.00,
2012,3785,10.82,1,143.00,
2012,3792,95.00,,589.00,
2012,3800,1446.00,,5783.00,
2012,3801,10.82,1,11.43,2
2012,3803,70.00,,420.00,
2012,3804,22.00,,126.00,
2012,3805,63.00,,335.00,
2012,3806,190.00,,800.00,
2012,3807,25.00,,163.00,
2012,3812,174.00,,904.00,
2012,3813,10.82,1,20.00,
2012,3814,35.00,,123.00,
2012,3815,10.82,1,68.00,
2012,3816,10.82,1,88.00,
2012,3818,97.00,,1196.00,
2012,3822,29.00,,344.00,
2012,3823,38.00,,720.00,
2012,3824,10.82,1,64.00,
2012,3825,10.82,1,200.00,
2012,3826,10.82,1,43.00,
2012,3852,122.00,,596.00,
2012,3853,22.00,,124.00,
2012,3854,29.00,,170.00,
2012,3855,259.00,,1357.00,
2012,3856,26.00,,186.00,
2012,3857,10.82,1,80.00,
2012,3858,37.00,,156.00,
2012,3860,239.00,,1780.00,
2012,3862,46.00,,283.00,
2012,3863,10.82,1,77.00,
2012,3864,10.82,1,110.00,
2012,3900,705.00,,2324.00,
2012,3901,10.82,1,11.43,2
2012,3902,796.00,,3249.00,
2012,3903,66.00,,330.00,
2012,3904,922.00,,3443.00,
2012,3905,41.00,,121.00,
2012,3906,140.00,,805.00,
2012,3907,53.00,,112.00,
2012,3908,34.00,,120.00,
2012,3910,97.00,,347.00,
2012,3911,197.00,,811.00,
2012,3912,76.00,,317.00,
2012,3913,10.82,1,11.43,2
2012,3914,23.00,,110.00,
2012,3916,45.00,,87.00,
2012,3917,52.00,,157.00,
2012,3918,47.00,,191.00,
2012,3919,31.00,,143.00,
2012,3920,303.00,,2683.00,
2012,3922,148.00,,655.00,
2012,3923,46.00,,230.00,
2012,3924,120.00,,706.00,
2012,3925,92.00,,511.00,
2012,3926,10.82,1,137.00,
2012,3927,10.82,1,130.00,
2012,3928,44.00,,176.00,
2012,3929,43.00,,287.00,
2012,3930,914.00,,3242.00,
2012,3931,84.00,,252.00,
2012,3932,155.00,,625.00,
2012,3933,60.00,,328.00,
2012,3934,42.00,,134.00,
2012,3935,81.00,,322.00,
2012,3937,118.00,,515.00,
2012,3938,76.00,,252.00,
2012,3939,49.00,,157.00,
2012,3940,123.00,,511.00,
2012,3942,222.00,,945.00,
2012,3943,48.00,,167.00,
2012,3944,41.00,,175.00,
2012,3945,170.00,,674.00,
2012,3946,97.00,,282.00,
2012,3947,26.00,,54.00,
2012,3948,10.82,1,85.00,
2012,3949,10.82,1,63.00,
2012,3951,99.00,,193.00,
2012,3952,294.00,,817.00,
2012,3953,195.00,,692.00,
2012,3954,90.00,,502.00,
2012,3955,25.00,,90.00,
2012,3956,46.00,,168.00,
2012,3957,48.00,,173.00,
2012,3960,737.00,,3574.00,
2012,3961,92.00,,602.00,
2012,3963,282.00,,2134.00,
2012,3965,46.00,,236.00,
2012,3966,67.00,,491.00,
2012,3967,38.00,,238.00,
2012,3968,108.00,,506.00,
2012,3970,112.00,,420.00,
2012,3971,104.00,,401.00,
2012,3972,64.00,,328.00,
2012,3973,79.00,,428.00,
2012,3974,63.00,,204.00,
2012,3975,46.00,,842.00,
2012,3976,10.82,1,180.00,
2012,3977,54.00,,330.00,
2012,3978,30.00,,185.00,
2012,3979,56.00,,401.00,
2012,3982,90.00,,319.00,
2012,3983,73.00,,342.00,
2012,3984,85.00,,629.00,
2012,3985,44.00,,206.00,
2012,3986,10.82,1,84.00,
2012,3987,10.82,1,138.00,
2012,3988,44.00,,192.00,
2012,3989,10.82,1,155.00,
2012,3991,10.82,1,39.00,
2012,3992,21.00,,166.00,
2012,3993,38.00,,145.00,
2012,3994,26.00,,140.00,
2012,3995,52.00,,252.00,
2012,3996,10.82,1,65.00,
2012,3997,43.00,,165.00,
2012,3998,36.00,,201.00,
2012,3999,10.82,1,77.00,
2012,4001,48.00,,256.00,
2012,4051,894.00,,4379.00,
2012,4052,1263.00,,7685.00,
2012,4053,1727.00,,6733.00,
2012,4054,1369.00,,7672.00,
2012,4055,1122.00,,6377.00,
2012,4056,1201.00,,6344.00,
2012,4057,1081.00,,6759.00,
2012,4058,1195.00,,7423.00,
2012,4059,547.00,,2782.00,
2012,4101,10.22,1,11.43,2
2012,4102,767.00,,5610.00,
2012,4103,272.00,,2355.00,
2012,4104,396.00,,3678.00,
2012,4105,114.00,,1109.00,
2012,4106,264.00,,3266.00,
2012,4107,137.00,,1566.00,
2012,4108,44.00,,468.00,
2012,4112,41.00,,619.00,
2012,4114,34.00,,531.00,
2012,4115,10.22,1,58.00,
2012,4116,10.22,1,166.00,
2012,4117,10.22,1,63.00,
2012,4118,52.00,,455.00,
2012,4123,748.00,,6409.00,
2012,4124,54.00,,450.00,
2012,4125,714.00,,7263.00,
2012,4126,49.00,,401.00,
2012,4127,319.00,,2834.00,
2012,4132,577.00,,5221.00,
2012,4133,358.00,,3107.00,
2012,4142,451.00,,3655.00,
2012,4143,252.00,,2203.00,
2012,4144,420.00,,3537.00,
2012,4145,10.22,1,236.00,
2012,4146,10.22,1,394.00,
2012,4147,241.00,,2713.00,
2012,4148,57.00,,773.00,
2012,4153,603.00,,5626.00,
2012,4202,37.00,,354.00,
2012,4203,38.00,,372.00,
2012,4204,10.22,1,224.00,
2012,4206,10.22,1,248.00,
2012,4207,10.22,1,131.00,
2012,4208,10.22,1,338.00,
2012,4222,33.00,,406.00,
2012,4223,10.22,1,199.00,
2012,4224,10.22,1,74.00,
2012,4225,25.00,,263.00,
2012,4226,79.00,,629.00,
2012,4227,29.00,,408.00,
2012,4228,10.22,1,165.00,
2012,4229,10.22,1,48.00,
2012,4232,10.22,1,138.00,
2012,4233,10.22,1,127.00,
2012,4234,10.22,1,101.00,
2012,4242,157.00,,1368.00,
2012,4243,10.22,1,176.00,
2012,4244,44.00,,430.00,
2012,4245,21.00,,300.00,
2012,4246,21.00,,260.00,
2012,4247,10.22,1,100.00,
2012,4252,10.22,1,157.00,
2012,4253,10.22,1,57.00,
2012,4254,10.22,1,126.00,
2012,4302,26.00,,242.00,
2012,4303,136.00,,1049.00,
2012,4304,10.22,1,184.00,
2012,4305,10.22,1,117.00,
2012,4310,578.00,,3443.00,
2012,4312,100.00,,1077.00,
2012,4313,257.00,,2089.00,
2012,4314,41.00,,497.00,
2012,4315,10.22,1,229.00,
2012,4316,10.22,1,163.00,
2012,4317,23.00,,246.00,
2012,4322,24.00,,240.00,
2012,4323,39.00,,394.00,
2012,4324,27.00,,207.00,
2012,4325,10.22,1,211.00,
2012,4332,75.00,,607.00,
2012,4333,20.00,,185.00,
2012,4334,23.00,,244.00,
2012,4402,155.00,,1383.00,
2012,4410,772.00,,4081.00,
2012,4411,60.00,,507.00,
2012,4412,32.00,,359.00,
2012,4413,24.00,,249.00,
2012,4414,122.00,,1037.00,
2012,4415,141.00,,1172.00,
2012,4416,146.00,,1260.00,
2012,4417,40.00,,468.00,
2012,4418,42.00,,425.00,
2012,4419,57.00,,451.00,
2012,4421,10.22,1,117.00,
2012,4422,29.00,,370.00,
2012,4423,10.22,1,90.00,
2012,4424,10.22,1,148.00,
2012,4425,10.22,1,141.00,
2012,4426,10.22,1,93.00,
2012,4431,10.22,1,174.00,
2012,4432,10.22,1,152.00,
2012,4433,10.22,1,259.00,
2012,4434,46.00,,602.00,
2012,4435,35.00,,403.00,
2012,4436,59.00,,556.00,
2012,4437,28.00,,222.00,
2012,4438,44.00,,214.00,
2012,4441,35.00,,343.00,
2012,4442,25.00,,148.00,
2012,4443,10.22,1,107.00,
2012,4444,10.22,1,73.00,
2012,4445,10.22,1,65.00,
2012,4446,31.00,,189.00,
2012,4447,10.22,1,156.00,
2012,4448,56.00,,375.00,
2012,4450,414.00,,2158.00,
2012,4451,10.22,1,158.00,
2012,4452,53.00,,521.00,
2012,4453,10.22,1,78.00,
2012,4455,91.00,,619.00,
2012,4456,26.00,,267.00,
2012,4457,30.00,,352.00,
2012,4458,10.22,1,144.00,
2012,4460,301.00,,1784.00,
2012,4461,33.00,,256.00,
2012,4462,23.00,,160.00,
2012,4463,26.00,,261.00,
2012,4464,22.00,,299.00,
2012,4465,10.22,1,75.00,
2012,4466,79.00,,636.00,
2012,4467,22.00,,226.00,
2012,4468,10.22,1,131.00,
2012,4469,10.22,1,175.00,
2012,4492,39.00,,180.00,
2012,4493,21.00,,290.00,
2012,4494,10.22,1,176.00,
2012,4495,10.22,1,152.00,
2012,4496,10.22,1,59.00,
2012,4497,32.00,,231.00,
2012,4500,2249.00,,6580.00,
2012,4512,258.00,,1384.00,
2012,4513,328.00,,1344.00,
2012,4514,73.00,,527.00,
2012,4515,129.00,,652.00,
2012,4522,71.00,,440.00,
2012,4523,10.22,1,110.00,
2012,4524,41.00,,326.00,
2012,4525,10.22,1,49.00,
2012,4528,554.00,,2146.00,
2012,4532,102.00,,431.00,
2012,4533,101.00,,646.00,
2012,4534,31.00,,291.00,
2012,4535,10.22,1,206.00,
2012,4536,48.00,,366.00,
2012,4537,114.00,,565.00,
2012,4538,71.00,,376.00,
2012,4539,21.00,,159.00,
2012,4542,151.00,,919.00,
2012,4543,119.00,,594.00,
2012,4552,306.00,,1537.00,
2012,4553,139.00,,825.00,
2012,4554,44.00,,309.00,
2012,4556,103.00,,567.00,
2012,4557,37.00,,291.00,
2012,4558,25.00,,200.00,
2012,4562,483.00,,2233.00,
2012,4563,204.00,,934.00,
2012,4564,55.00,,335.00,
2012,4565,85.00,,514.00,
2012,4566,120.00,,845.00,
2012,4571,33.00,,259.00,
2012,4573,244.00,,1076.00,
2012,4574,51.00,,374.00,
2012,4576,10.22,1,50.00,
2012,4577,23.00,,104.00,
2012,4578,10.22,1,53.00,
2012,4579,10.22,1,57.00,
2012,4581,10.22,1,95.00,
2012,4582,10.22,1,87.00,
2012,4583,21.00,,168.00,
2012,4584,20.00,,84.00,
2012,4585,10.22,1,80.00,
2012,4586,22.00,,91.00,
2012,4587,10.22,1,81.00,
2012,4588,10.22,1,109.00,
2012,4600,3383.00,,5790.00,
2012,4612,417.00,,1486.00,
2012,4613,72.00,,306.00,
2012,4614,300.00,,1367.00,
2012,4615,10.22,1,11.43,2
2012,4616,210.00,,846.00,
2012,4617,70.00,,434.00,
2012,4618,33.00,,188.00,
2012,4622,143.00,,698.00,
2012,4623,108.00,,524.00,
2012,4624,69.00,,350.00,
2012,4625,136.00,,542.00,
2012,4626,44.00,,267.00,
2012,4628,65.00,,500.00,
2012,4629,75.00,,386.00,
2012,4632,540.00,,1496.00,
2012,4633,10.22,1,95.00,
2012,4634,10.22,1,166.00,
2012,4652,125.00,,568.00,
2012,4653,117.00,,504.00,
2012,4654,255.00,,1219.00,
2012,4655,48.00,,398.00,
2012,4656,224.00,,609.00,
2012,4657,347.00,,1028.00,
2012,4658,148.00,,716.00,
2012,4663,494.00,,1550.00,
2012,4665,689.00,,3068.00,
2012,4702,398.00,,1421.00,
2012,4703,92.00,,515.00,
2012,4704,234.00,,979.00,
2012,4710,247.00,,1267.00,
2012,4712,56.00,,347.00,
2012,4713,64.00,,310.00,
2012,4714,27.00,,118.00,
2012,4715,22.00,,124.00,
2012,4716,46.00,,318.00,
2012,4717,80.00,,423.00,
2012,4718,10.22,1,138.00,
2012,4719,10.22,1,57.00,
2012,4800,1380.00,,3973.00,
2012,4802,273.00,,1371.00,
2012,4803,110.00,,583.00,
2012,4805,243.00,,1068.00,
2012,4806,75.00,,369.00,
2012,4812,51.00,,274.00,
2012,4813,37.00,,324.00,
2012,4814,23.00,,196.00,
2012,4852,334.00,,1961.00,
2012,4853,81.00,,445.00,
2012,4856,22.00,,179.00,
2012,4900,1559.00,,4900.00,
2012,4911,23.00,,137.00,
2012,4912,255.00,,1258.00,
2012,4913,31.00,,145.00,
2012,4914,214.00,,1007.00,
2012,4915,34.00,,249.00,
2012,4916,10.22,1,34.00,
2012,4917,93.00,,435.00,
2012,4919,10.22,1,22.00,
2012,4922,187.00,,746.00,
2012,4923,49.00,,330.00,
2012,4924,10.22,1,120.00,
2012,4932,153.00,,730.00,
2012,4933,20.00,,135.00,
2012,4934,104.00,,612.00,
2012,4935,10.22,1,75.00,
2012,4936,27.00,,159.00,
2012,4937,10.22,1,194.00,
2012,4938,84.00,,433.00,
2012,4942,10.22,1,67.00,
2012,4943,10.22,1,46.00,
2012,4944,10.22,1,99.00,
2012,4950,228.00,,1104.00,
2012,4952,40.00,,305.00,
2012,4953,10.22,1,78.00,
2012,4954,36.00,,203.00,
2012,4955,10.22,1,155.00,
2012,5000,3178.00,,5537.00,
2012,5004,221.00,,575.00,
2012,5012,337.00,,1203.00,
2012,5013,203.00,,875.00,
2012,5014,169.00,,683.00,
2012,5015,304.00,,1037.00,
2012,5017,8.90,1,11.43,2
2012,5018,363.00,,1314.00,
2012,5022,321.00,,887.00,
2012,5023,170.00,,656.00,
2012,5024,335.00,,1405.00,
2012,5025,20.00,,91.00,
2012,5026,8.90,1,130.00,
2012,5027,69.00,,383.00,
2012,5028,8.90,1,183.00,
2012,5032,341.00,,1039.00,
2012,5033,638.00,,1935.00,
2012,5034,818.00,,2614.00,
2012,5035,291.00,,1183.00,
2012,5036,414.00,,1979.00,
2012,5037,193.00,,1046.00,
2012,5040,196.00,,1167.00,
2012,5042,60.00,,447.00,
2012,5043,35.00,,277.00,
2012,5044,30.00,,151.00,
2012,5046,31.00,,251.00,
2012,5053,32.00,,224.00,
2012,5054,38.00,,345.00,
2012,5056,8.90,1,58.00,
2012,5057,28.00,,253.00,
2012,5058,8.90,1,48.00,
2012,5062,26.00,,154.00,
2012,5063,57.00,,300.00,
2012,5064,46.00,,361.00,
2012,5070,322.00,,1444.00,
2012,5072,31.00,,280.00,
2012,5073,258.00,,1147.00,
2012,5074,68.00,,406.00,
2012,5075,36.00,,188.00,
2012,5076,34.00,,196.00,
2012,5077,20.00,,75.00,
2012,5078,32.00,,169.00,
2012,5079,43.00,,281.00,
2012,5080,68.00,,433.00,
2012,5082,74.00,,515.00,
2012,5083,8.90,1,60.00,
2012,5084,8.90,1,35.00,
2012,5085,8.90,1,201.00,
2012,5102,299.00,,1446.00,
2012,5103,275.00,,1346.00,
2012,5105,74.00,,525.00,
2012,5106,74.00,,374.00,
2012,5107,128.00,,533.00,
2012,5108,23.00,,149.00,
2012,5112,22.00,,218.00,
2012,5113,41.00,,300.00,
2012,5116,77.00,,374.00,
2012,5200,1171.00,,3742.00,
2012,5210,720.00,,2391.00,
2012,5212,178.00,,1030.00,
2012,5213,78.00,,483.00,
2012,5222,144.00,,413.00,
2012,5223,102.00,,497.00,
2012,5225,109.00,,557.00,
2012,5233,22.00,,129.00,
2012,5234,81.00,,550.00,
2012,5235,50.00,,307.00,
2012,5236,57.00,,330.00,
2012,5237,8.90,1,125.00,
2012,5242,195.00,,1375.00,
2012,5243,45.00,,309.00,
2012,5244,23.00,,181.00,
2012,5245,35.00,,161.00,
2012,5246,48.00,,206.00,
2012,5272,32.00,,283.00,
2012,5273,8.90,1,80.00,
2012,5274,8.90,1,69.00,
2012,5275,8.90,1,87.00,
2012,5276,23.00,,170.00,
2012,5277,8.90,1,82.00,
2012,5300,316.00,,1076.00,
2012,5301,32.00,,131.00,
2012,5303,184.00,,1178.00,
2012,5304,99.00,,625.00,
2012,5305,22.00,,126.00,
2012,5306,33.00,,305.00,
2012,5312,178.00,,853.00,
2012,5313,164.00,,1057.00,
2012,5314,118.00,,804.00,
2012,5315,8.90,1,99.00,
2012,5316,61.00,,528.00,
2012,5317,8.90,1,78.00,
2012,5318,8.90,1,98.00,
2012,5322,77.00,,310.00,
2012,5323,43.00,,149.00,
2012,5324,39.00,,209.00,
2012,5325,37.00,,232.00,
2012,5326,23.00,,110.00,
2012,5330,195.00,,1068.00,
2012,5332,30.00,,189.00,
2012,5333,8.90,1,72.00,
2012,5334,8.90,1,37.00,
2012,5400,1952.00,,5490.00,
2012,5404,8.90,1,36.00,
2012,5405,194.00,,1039.00,
2012,5406,157.00,,960.00,
2012,5408,440.00,,1603.00,
2012,5412,279.00,,1447.00,
2012,5413,136.00,,841.00,
2012,5415,434.00,,2430.00,
2012,5416,108.00,,551.00,
2012,5417,337.00,,1963.00,
2012,5420,242.00,,1558.00,
2012,5423,70.00,,341.00,
