Jahr,PLZ,GA,GA_flag,HTA,HTA_flag
2014,7440,27.00,,186.00,
2014,7442,6.90,1,10.91,2
2014,7443,6.90,1,31.00,
2014,7444,6.90,1,10.91,2
2014,7445,6.90,1,10.91,2
2014,7446,6.90,1,10.91,2
2014,7447,6.90,1,33.00,
2014,7448,6.90,1,10.91,2
2014,7450,6.90,1,59.00,
2014,7451,6.90,1,26.00,
2014,7452,6.90,1,48.00,
2014,7453,6.90,1,47.00,
2014,7454,6.90,1,10.91,2
2014,7455,6.90,1,10.91,2
2014,7456,6.90,1,22.00,
2014,7457,6.90,1,45.00,
2014,7458,6.90,1,20.00,
2014,7459,6.90,1,28.00,
2014,7460,6.90,1,250.00,
2014,7462,6.90,1,49.00,
2014,7463,6.90,1,32.00,
2014,7464,6.90,1,27.00,
2014,7472,6.90,1,50.00,
2014,7473,6.90,1,10.91,2
2014,7477,25.00,,170.00,
2014,7482,29.00,,163.00,
2014,7484,6.90,1,24.00,
2014,7492,6.90,1,102.00,
2014,7493,6.90,1,54.00,
2014,7494,6.90,1,109.00,
2014,7500,113.00,,1282.00,
2014,7502,29.00,,207.00,
2014,7503,115.00,,953.00,
2014,7504,56.00,,668.00,
2014,7505,44.00,,398.00,
2014,7512,6.90,1,132.00,
2014,7513,6.90,1,185.00,
2014,7514,6.90,1,163.00,
2014,7515,6.90,1,29.00,
2014,7516,6.90,1,80.00,
2014,7517,6.90,1,10.91,2
2014,7522,24.00,,206.00,
2014,7523,6.90,1,59.00,
2014,7524,39.00,,429.00,
2014,7525,21.00,,177.00,
2014,7526,6.90,1,38.00,
2014,7527,6.90,1,31.00,
2014,7530,33.00,,320.00,
2014,7532,6.90,1,38.00,
2014,7533,6.90,1,30.00,
2014,7534,6.90,1,10.91,2
2014,7535,6.90,1,33.00,
2014,7536,6.90,1,86.00,
2014,7537,6.90,1,126.00,
2014,7542,6.90,1,51.00,
2014,7543,6.90,1,93.00,
2014,7545,6.90,1,63.00,
2014,7546,6.90,1,108.00,
2014,7550,93.00,,786.00,
2014,7551,24.00,,175.00,
2014,7552,6.90,1,26.00,
2014,7553,6.90,1,81.00,
2014,7554,45.00,,281.00,
2014,7556,6.90,1,80.00,
2014,7557,6.90,1,10.91,2
2014,7558,6.90,1,47.00,
2014,7559,6.90,1,61.00,
2014,7560,6.90,1,35.00,
2014,7562,6.90,1,38.00,
2014,7563,6.90,1,27.00,
2014,7602,6.90,1,10.91,2
2014,7603,6.90,1,55.00,
2014,7604,6.90,1,10.91,2
2014,7605,6.90,1,36.00,
2014,7606,6.90,1,55.00,
2014,7608,6.90,1,38.00,
2014,7610,6.90,1,30.00,
2014,7710,6.90,1,10.91,2
2014,7741,6.90,1,49.00,
2014,7742,30.00,,256.00,
2014,7743,6.90,1,55.00,
2014,7744,6.90,1,10.91,2
2014,7745,6.90,1,91.00,
2014,7746,6.90,1,54.00,
2014,7747,6.90,1,10.91,2
2014,7748,6.90,1,10.91,2
2014,8001,868.00,,3617.00,
2014,8002,924.00,,4670.00,
2014,8003,2055.00,,8451.00,
2014,8004,2639.00,,11038.00,
2014,8005,1871.00,,6976.00,
2014,8006,2485.00,,9264.00,
2014,8008,1630.00,,8302.00,
2014,8032,2217.00,,9046.00,
2014,8037,2091.00,,7306.00,
2014,8038,1372.00,,6978.00,
2014,8041,336.00,,1955.00,
2014,8044,852.00,,4776.00,
2014,8045,892.00,,4236.00,
2014,8046,1362.00,,7649.00,
2014,8047,1661.00,,7487.00,
2014,8048,1922.00,,9109.00,
2014,8049,1874.00,,9795.00,
2014,8050,2364.00,,10136.00,
2014,8051,1158.00,,5535.00,
2014,8052,1080.00,,5702.00,
2014,8053,803.00,,4759.00,
2014,8055,1762.00,,7465.00,
2014,8057,2203.00,,8537.00,
2014,8064,136.00,,703.00,
2014,8102,206.00,,1932.00,
2014,8103,95.00,,1253.00,
2014,8104,83.00,,932.00,
2014,8105,302.00,,3467.00,
2014,8106,54.00,,820.00,
2014,8107,169.00,,1605.00,
2014,8108,112.00,,931.00,
2014,8109,10.78,1,10.91,2
2014,8112,119.00,,940.00,
2014,8113,33.00,,416.00,
2014,8114,49.00,,432.00,
2014,8115,21.00,,226.00,
2014,8117,162.00,,1465.00,
2014,8118,108.00,,718.00,
2014,8121,67.00,,626.00,
2014,8122,75.00,,723.00,
2014,8123,100.00,,1068.00,
2014,8124,130.00,,804.00,
2014,8125,342.00,,2299.00,
2014,8126,312.00,,2264.00,
2014,8127,171.00,,1513.00,
2014,8132,395.00,,2489.00,
2014,8133,99.00,,643.00,
2014,8134,703.00,,6352.00,
2014,8135,265.00,,2532.00,
2014,8136,111.00,,943.00,
2014,8142,225.00,,1774.00,
2014,8143,135.00,,1248.00,
2014,8152,764.00,,4789.00,
2014,8153,230.00,,1869.00,
2014,8154,162.00,,1348.00,
2014,8155,179.00,,1642.00,
2014,8156,39.00,,547.00,
2014,8157,168.00,,1707.00,
2014,8158,25.00,,172.00,
2014,8162,95.00,,1047.00,
2014,8164,10.78,1,168.00,
2014,8165,122.00,,1316.00,
2014,8166,128.00,,914.00,
2014,8172,125.00,,1276.00,
2014,8173,89.00,,1037.00,
2014,8174,34.00,,379.00,
2014,8175,10.78,1,189.00,
2014,8180,786.00,,6023.00,
2014,8181,44.00,,511.00,
2014,8182,55.00,,603.00,
2014,8184,95.00,,1221.00,
2014,8185,137.00,,1561.00,
2014,8187,31.00,,313.00,
2014,8192,134.00,,1241.00,
2014,8193,246.00,,1794.00,
2014,8194,34.00,,361.00,
2014,8195,10.78,1,189.00,
2014,8196,60.00,,541.00,
2014,8197,247.00,,1418.00,
2014,8200,2388.00,,8992.00,
2014,8203,209.00,,1072.00,
2014,8207,249.00,,1232.00,
2014,8208,10.78,1,10.91,2
2014,8212,489.00,,2550.00,
2014,8213,101.00,,584.00,
2014,8214,36.00,,270.00,
2014,8215,72.00,,584.00,
2014,8216,22.00,,99.00,
2014,8217,48.00,,382.00,
2014,8218,10.78,1,100.00,
2014,8219,10.78,1,125.00,
2014,8222,175.00,,1169.00,
2014,8223,10.78,1,51.00,
2014,8224,52.00,,482.00,
2014,8225,41.00,,300.00,
2014,8226,45.00,,501.00,
2014,8228,20.00,,113.00,
2014,8231,27.00,,159.00,
2014,8232,29.00,,259.00,
2014,8233,10.78,1,68.00,
2014,8234,50.00,,419.00,
2014,8235,10.78,1,237.00,
2014,8236,10.78,1,171.00,
2014,8239,36.00,,296.00,
2014,8240,127.00,,1122.00,
2014,8241,10.78,1,43.00,
2014,8242,10.78,1,83.00,
2014,8243,10.78,1,53.00,
2014,8245,155.00,,797.00,
2014,8246,52.00,,311.00,
2014,8247,116.00,,543.00,
2014,8248,85.00,,514.00,
2014,8252,54.00,,410.00,
2014,8253,174.00,,909.00,
2014,8254,32.00,,232.00,
2014,8255,37.00,,208.00,
2014,8259,61.00,,388.00,
2014,8260,194.00,,1124.00,
2014,8261,22.00,,109.00,
2014,8262,40.00,,316.00,
2014,8263,10.78,1,75.00,
2014,8264,109.00,,476.00,
2014,8265,39.00,,172.00,
2014,8266,185.00,,1080.00,
2014,8267,52.00,,289.00,
2014,8268,30.00,,229.00,
2014,8269,26.00,,124.00,
2014,8272,122.00,,775.00,
2014,8273,10.78,1,90.00,
2014,8274,196.00,,938.00,
2014,8280,828.00,,4225.00,
2014,8302,756.00,,5944.00,
2014,8303,431.00,,3500.00,
2014,8304,775.00,,5523.00,
2014,8305,294.00,,2716.00,
2014,8306,129.00,,1236.00,
2014,8307,648.00,,3923.00,
2014,8308,240.00,,1579.00,
2014,8309,153.00,,1936.00,
2014,8310,36.00,,345.00,
2014,8311,75.00,,901.00,
2014,8312,44.00,,325.00,
2014,8314,10.78,1,142.00,
2014,8315,45.00,,326.00,
2014,8317,82.00,,710.00,
2014,8320,249.00,,2210.00,
2014,8322,30.00,,273.00,
2014,8330,600.00,,4121.00,
2014,8331,10.78,1,221.00,
2014,8332,95.00,,1212.00,
2014,8335,102.00,,1260.00,
2014,8340,433.00,,3301.00,
2014,8342,33.00,,373.00,
2014,8344,156.00,,1287.00,
2014,8345,43.00,,415.00,
2014,8352,155.00,,1360.00,
2014,8353,192.00,,1525.00,
2014,8354,10.78,1,166.00,
2014,8355,269.00,,1577.00,
2014,8356,80.00,,470.00,
2014,8357,81.00,,475.00,
2014,8360,261.00,,1308.00,
2014,8362,53.00,,427.00,
2014,8363,32.00,,237.00,
2014,8370,309.00,,1498.00,
2014,8371,41.00,,231.00,
2014,8372,45.00,,204.00,
2014,8374,73.00,,509.00,
2014,8376,10.78,1,150.00,
2014,8400,4876.00,,16031.00,
2014,8404,1505.00,,6627.00,
2014,8405,1154.00,,6664.00,
2014,8406,825.00,,3618.00,
2014,8408,1043.00,,5014.00,
2014,8409,195.00,,1073.00,
2014,8412,34.00,,330.00,
2014,8413,144.00,,1652.00,
2014,8414,20.00,,334.00,
2014,8415,23.00,,217.00,
2014,8416,48.00,,483.00,
2014,8418,10.78,1,268.00,
2014,8421,21.00,,269.00,
2014,8422,101.00,,1107.00,
2014,8424,282.00,,2426.00,
2014,8425,29.00,,344.00,
2014,8426,58.00,,631.00,
2014,8427,134.00,,1267.00,
2014,8428,10.78,1,170.00,
2014,8442,209.00,,1335.00,
2014,8444,129.00,,979.00,
2014,8447,162.00,,774.00,
2014,8450,186.00,,950.00,
2014,8451,66.00,,499.00,
2014,8452,10.78,1,244.00,
2014,8453,10.78,1,108.00,
2014,8454,35.00,,299.00,
2014,8455,32.00,,279.00,
2014,8457,10.78,1,199.00,
2014,8458,29.00,,226.00,
2014,8459,10.78,1,111.00,
2014,8460,148.00,,714.00,
2014,8461,10.78,1,111.00,
2014,8462,83.00,,497.00,
2014,8463,43.00,,287.00,
2014,8464,10.78,1,43.00,
2014,8465,23.00,,138.00,
2014,8466,20.00,,217.00,
2014,8467,28.00,,135.00,
2014,8468,27.00,,217.00,
2014,8471,40.00,,435.00,
2014,8472,311.00,,3103.00,
2014,8474,56.00,,651.00,
2014,8475,72.00,,540.00,
2014,8476,75.00,,318.00,
2014,8477,61.00,,437.00,
2014,8478,35.00,,286.00,
2014,8479,10.78,1,242.00,
2014,8482,22.00,,278.00,
2014,8483,85.00,,748.00,
2014,8484,114.00,,1124.00,
2014,8486,78.00,,642.00,
2014,8487,65.00,,435.00,
2014,8488,142.00,,1184.00,
2014,8489,28.00,,343.00,
2014,8492,93.00,,711.00,
2014,8493,51.00,,498.00,
2014,8494,80.00,,892.00,
2014,8495,10.78,1,55.00,
2014,8496,23.00,,217.00,
2014,8497,10.78,1,176.00,
2014,8498,10.78,1,254.00,
2014,8499,10.78,1,99.00,
2014,8500,1839.00,,8225.00,
2014,8505,93.00,,435.00,
2014,8506,10.78,1,123.00,
2014,8507,23.00,,153.00,
2014,8508,22.00,,155.00,
2014,8512,53.00,,445.00,
2014,8514,48.00,,351.00,
2014,8522,31.00,,165.00,
2014,8523,54.00,,283.00,
2014,8524,38.00,,350.00,
2014,8525,10.78,1,169.00,
2014,8526,20.00,,179.00,
2014,8532,53.00,,447.00,
2014,8535,44.00,,259.00,
2014,8536,56.00,,343.00,
2014,8537,10.78,1,183.00,
2014,8542,248.00,,2126.00,
2014,8543,25.00,,327.00,
2014,8544,10.78,1,138.00,
2014,8545,101.00,,986.00,
2014,8546,104.00,,568.00,
2014,8547,58.00,,476.00,
2014,8548,23.00,,292.00,
2014,8552,130.00,,707.00,
2014,8553,40.00,,242.00,
2014,8554,10.78,1,83.00,
2014,8555,116.00,,690.00,
2014,8556,72.00,,418.00,
2014,8558,10.78,1,69.00,
2014,8560,119.00,,578.00,
2014,8561,38.00,,206.00,
2014,8564,28.00,,224.00,
2014,8565,10.78,1,74.00,
2014,8566,20.00,,217.00,
2014,8570,834.00,,3678.00,
2014,8572,128.00,,725.00,
2014,8573,26.00,,153.00,
2014,8574,39.00,,325.00,
2014,8575,149.00,,661.00,
2014,8576,10.78,1,108.00,
2014,8577,10.78,1,149.00,
2014,8580,577.00,,3012.00,
2014,8581,10.78,1,86.00,
2014,8582,35.00,,139.00,
2014,8583,165.00,,814.00,
2014,8584,10.78,1,117.00,
2014,8585,63.00,,399.00,
2014,8586,128.00,,745.00,
2014,8587,25.00,,202.00,
2014,8588,45.00,,270.00,
2014,8589,30.00,,181.00,
2014,8590,677.00,,3024.00,
2014,8592,86.00,,586.00,
2014,8593,44.00,,327.00,
2014,8594,68.00,,379.00,
2014,8595,72.00,,564.00,
2014,8596,63.00,,445.00,
2014,8597,71.00,,351.00,
2014,8598,81.00,,555.00,
2014,8599,60.00,,312.00,
2014,8600,1113.00,,7409.00,
2014,8602,115.00,,894.00,
2014,8603,306.00,,1907.00,
2014,8604,500.00,,4571.00,
2014,8605,68.00,,550.00,
2014,8606,509.00,,3347.00,
2014,8607,66.00,,546.00,
2014,8608,310.00,,1595.00,
2014,8610,2227.00,,10918.00,
2014,8614,69.00,,568.00,
2014,8615,69.00,,624.00,
2014,8616,43.00,,279.00,
2014,8617,145.00,,1305.00,
2014,8618,172.00,,1250.00,
2014,8620,919.00,,4980.00,
2014,8623,382.00,,2449.00,
2014,8624,121.00,,964.00,
2014,8625,213.00,,1650.00,
2014,8626,31.00,,388.00,
2014,8627,129.00,,1151.00,
2014,8630,670.00,,3921.00,
2014,8632,172.00,,1164.00,
2014,8633,165.00,,1298.00,
2014,8634,389.00,,2684.00,
2014,8635,203.00,,1263.00,
2014,8636,318.00,,2262.00,
2014,8637,50.00,,430.00,
2014,8638,29.00,,279.00,
2014,8640,792.00,,3337.00,
2014,8645,1153.00,,6537.00,
2014,8646,38.00,,361.00,
2014,8700,869.00,,6081.00,
2014,8702,562.00,,3582.00,
2014,8703,413.00,,2653.00,
2014,8704,400.00,,2828.00,
2014,8706,1013.00,,6370.00,
2014,8707,566.00,,2660.00,
2014,8708,1083.00,,4950.00,
2014,8712,1227.00,,4874.00,
2014,8713,372.00,,1383.00,
2014,8714,37.00,,198.00,
2014,8715,10.78,1,40.00,
2014,8716,275.00,,1059.00,
2014,8717,124.00,,645.00,
2014,8718,165.00,,669.00,
2014,8722,206.00,,1093.00,
2014,8723,34.00,,186.00,
2014,8725,45.00,,277.00,
2014,8726,10.78,1,80.00,
2014,8727,10.78,1,49.00,
2014,8730,429.00,,1726.00,
2014,8732,51.00,,230.00,
2014,8733,236.00,,1256.00,
2014,8734,30.00,,176.00,
2014,8735,63.00,,382.00,
2014,8737,76.00,,461.00,
2014,8738,86.00,,375.00,
2014,8739,45.00,,201.00,
2014,8750,342.00,,1854.00,
2014,8751,10.78,1,10.91,2
2014,8752,191.00,,982.00,
2014,8753,186.00,,1018.00,
2014,8754,119.00,,598.00,
2014,8755,169.00,,727.00,
2014,8756,48.00,,278.00,
2014,8757,10.78,1,120.00,
2014,8758,10.78,1,115.00,
2014,8762,191.00,,922.00,
2014,8765,34.00,,172.00,
2014,8766,22.00,,91.00,
2014,8767,39.00,,190.00,
2014,8772,10.78,1,92.00,
2014,8773,22.00,,151.00,
2014,8774,10.78,1,45.00,
2014,8775,69.00,,290.00,
2014,8777,40.00,,112.00,
2014,8782,10.78,1,108.00,
2014,8783,43.00,,274.00,
2014,8784,31.00,,166.00,
2014,8800,1279.00,,6480.00,
2014,8802,466.00,,3699.00,
2014,8803,390.00,,2538.00,
2014,8804,340.00,,2094.00,
2014,8805,886.00,,3789.00,
2014,8806,120.00,,759.00,
2014,8807,178.00,,975.00,
2014,8808,582.00,,2606.00,
2014,8810,983.00,,7124.00,
2014,8815,10.78,1,117.00,
2014,8816,114.00,,682.00,
2014,8820,1398.00,,6324.00,
2014,8824,79.00,,616.00,
2014,8825,41.00,,233.00,
2014,8832,573.00,,3591.00,
2014,8833,176.00,,953.00,
2014,8834,129.00,,1047.00,
2014,8835,82.00,,481.00,
2014,8836,45.00,,245.00,
2014,8840,621.00,,3114.00,
2014,8841,57.00,,312.00,
2014,8842,55.00,,299.00,
2014,8843,10.78,1,188.00,
2014,8844,10.78,1,120.00,
2014,8845,10.78,1,63.00,
2014,8846,30.00,,198.00,
2014,8847,10.78,1,118.00,
2014,8849,10.78,1,106.00,
2014,8852,411.00,,2098.00,
2014,8853,542.00,,2808.00,
2014,8854,511.00,,2548.00,
2014,8855,175.00,,894.00,
2014,8856,109.00,,632.00,
2014,8857,39.00,,133.00,
2014,8858,10.78,1,44.00,
2014,8862,92.00,,439.00,
2014,8863,104.00,,534.00,
2014,8864,144.00,,690.00,
2014,8865,77.00,,327.00,
2014,8866,28.00,,99.00,
2014,8867,208.00,,861.00,
2014,8868,88.00,,385.00,
2014,8872,185.00,,658.00,
2014,8873,88.00,,445.00,
2014,8874,36.00,,92.00,
2014,8877,66.00,,197.00,
2014,8878,10.78,1,10.91,2
2014,8880,251.00,,1137.00,
2014,8881,22.00,,161.00,
2014,8882,33.00,,180.00,
2014,8883,10.78,1,77.00,
2014,8884,10.78,1,75.00,
2014,8885,27.00,,91.00,
2014,8886,10.78,1,27.00,
2014,8887,245.00,,1388.00,
2014,8888,56.00,,296.00,
2014,8889,10.78,1,106.00,
2014,8890,107.00,,571.00,
2014,8892,31.00,,137.00,
2014,8893,10.78,1,69.00,
2014,8894,10.78,1,36.00,
2014,8895,10.78,1,31.00,
2014,8896,10.78,1,90.00,
2014,8897,10.78,1,38.00,
2014,8898,10.78,1,38.00,
2014,8902,461.00,,3339.00,
2014,8903,330.00,,2257.00,
2014,8904,45.00,,503.00,
2014,8905,116.00,,837.00,
2014,8906,331.00,,2196.00,
2014,8907,270.00,,2088.00,
2014,8908,268.00,,1508.00,
2014,8909,41.00,,364.00,
2014,8910,673.00,,3495.00,
2014,8911,85.00,,418.00,
2014,8912,222.00,,1575.00,
2014,8913,128.00,,984.00,
2014,8914,126.00,,753.00,
2014,8915,159.00,,957.00,
2014,8916,73.00,,633.00,
2014,8917,89.00,,677.00,
2014,8918,57.00,,336.00,
2014,8919,31.00,,205.00,
2014,8925,47.00,,316.00,
2014,8926,39.00,,397.00,
2014,8932,344.00,,1882.00,
2014,8933,10.78,1,225.00,
2014,8934,127.00,,832.00,
2014,8942,380.00,,2285.00,
2014,8951,44.00,,483.00,
2014,8952,704.00,,4362.00,
2014,8953,1002.00,,6461.00,
2014,8954,93.00,,1164.00,
2014,8955,54.00,,716.00,
2014,8956,86.00,,535.00,
2014,8957,285.00,,1780.00,
2014,8962,98.00,,949.00,
2014,8964,215.00,,1141.00,
2014,8965,248.00,,1401.00,
2014,8966,157.00,,754.00,
2014,8967,153.00,,1254.00,
2014,9000,3053.00,,12791.00,
2014,9008,496.00,,2663.00,
2014,9010,262.00,,1284.00,
2014,9011,236.00,,1278.00,
2014,9012,164.00,,824.00,
2014,9014,552.00,,2768.00,
2014,9015,183.00,,939.00,
2014,9016,564.00,,2785.00,
2014,9030,172.00,,1428.00,
2014,9032,153.00,,948.00,
2014,9033,31.00,,266.00,
2014,9034,69.00,,647.00,
2014,9035,36.00,,281.00,
2014,9036,11.36,1,146.00,
2014,9037,25.00,,257.00,
2014,9038,115.00,,640.00,
2014,9042,201.00,,1448.00,
2014,9043,112.00,,688.00,
2014,9044,33.00,,224.00,
2014,9050,265.00,,2648.00,
2014,9052,94.00,,645.00,
2014,9053,186.00,,1458.00,
2014,9054,11.36,1,105.00,
2014,9055,57.00,,424.00,
2014,9056,138.00,,949.00,
2014,9057,24.00,,225.00,
2014,9058,11.36,1,91.00,
2014,9062,23.00,,160.00,
2014,9063,38.00,,436.00,
2014,9064,11.36,1,177.00,
2014,9100,698.00,,4460.00,
2014,9103,41.00,,346.00,
2014,9104,68.00,,570.00,
2014,9105,45.00,,269.00,
2014,9107,82.00,,586.00,
2014,9108,36.00,,310.00,
2014,9112,22.00,,98.00,
2014,9113,267.00,,1140.00,
2014,9114,11.36,1,36.00,
2014,9115,11.36,1,74.00,
2014,9116,21.00,,144.00,
2014,9122,43.00,,258.00,
2014,9123,11.36,1,81.00,
2014,9125,53.00,,244.00,
2014,9126,20.00,,112.00,
2014,9127,25.00,,116.00,
2014,9200,799.00,,4874.00,
2014,9203,41.00,,314.00,
2014,9204,62.00,,523.00,
2014,9205,46.00,,557.00,
2014,9212,37.00,,512.00,
2014,9213,40.00,,309.00,
2014,9214,49.00,,288.00,
2014,9215,61.00,,308.00,
2014,9216,11.36,1,115.00,
2014,9217,11.36,1,132.00,
2014,9220,200.00,,1274.00,
2014,9223,11.36,1,103.00,
2014,9225,11.36,1,101.00,
2014,9230,467.00,,2812.00,
2014,9231,11.36,1,32.00,
2014,9240,230.00,,1346.00,
2014,9242,210.00,,1495.00,
2014,9243,57.00,,491.00,
2014,9244,189.00,,1434.00,
2014,9245,59.00,,656.00,
2014,9246,33.00,,318.00,
2014,9247,54.00,,441.00,
2014,9248,48.00,,311.00,
2014,9249,30.00,,240.00,
2014,9300,344.00,,2312.00,
2014,9304,11.36,1,194.00,
2014,9305,33.00,,228.00,
2014,9306,57.00,,403.00,
2014,9308,11.36,1,79.00,
2014,9312,30.00,,213.00,
2014,9313,40.00,,322.00,
2014,9314,26.00,,153.00,
2014,9315,77.00,,588.00,
2014,9320,481.00,,3659.00,
2014,9322,62.00,,644.00,
2014,9323,100.00,,940.00,
2014,9325,39.00,,441.00,
2014,9326,97.00,,809.00,
2014,9327,22.00,,387.00,
2014,9400,297.00,,2102.00,
2014,9402,153.00,,1179.00,
2014,9403,270.00,,2357.00,
2014,9404,193.00,,1829.00,
2014,9405,11.36,1,87.00,
2014,9410,176.00,,1223.00,
2014,9411,11.36,1,169.00,
2014,9413,39.00,,402.00,
2014,9422,62.00,,616.00,
2014,9423,11.36,1,190.00,
2014,9424,108.00,,775.00,
2014,9425,62.00,,725.00,
2014,9426,11.36,1,208.00,
2014,9427,47.00,,406.00,
2014,9428,73.00,,465.00,
2014,9430,116.00,,822.00,
2014,9434,83.00,,803.00,
2014,9435,114.00,,906.00,
2014,9436,98.00,,1031.00,
2014,9437,41.00,,430.00,
2014,9442,76.00,,885.00,
2014,9443,142.00,,1478.00,
2014,9444,93.00,,897.00,
2014,9445,92.00,,868.00,
2014,9450,258.00,,2267.00,
2014,9451,25.00,,265.00,
2014,9452,11.36,1,166.00,
2014,9453,22.00,,221.00,
2014,9462,11.36,1,236.00,
2014,9463,64.00,,741.00,
2014,9464,46.00,,452.00,
2014,9465,25.00,,160.00,
2014,9466,29.00,,238.00,
2014,9467,11.36,1,138.00,
2014,9468,11.36,1,169.00,
2014,9469,35.00,,198.00,
2014,9470,447.00,,3256.00,
2014,9472,170.00,,1548.00,
2014,9473,85.00,,770.00,
2014,9475,101.00,,801.00,
2014,9476,44.00,,225.00,
2014,9477,28.00,,263.00,
2014,9478,61.00,,362.00,
2014,9479,33.00,,211.00,
2014,9485,11.36,1,78.00,
2014,9486,11.36,1,36.00,
2014,9487,11.36,1,109.00,
2014,9488,11.36,1,80.00,
2014,9490,48.00,,546.00,
2014,9491,25.00,,181.00,
2014,9492,11.36,1,219.00,
2014,9493,29.00,,192.00,
2014,9494,65.00,,639.00,
2014,9495,42.00,,373.00,
2014,9496,48.00,,355.00,
2014,9497,21.00,,165.00,
2014,9498,11.36,1,59.00,
2014,9500,1656.00,,5882.00,
2014,9502,27.00,,180.00,
2014,9503,11.36,1,51.00,
2014,9504,11.36,1,52.00,
2014,9506,27.00,,174.00,
2014,9507,37.00,,351.00,
2014,9508,11.36,1,98.00,
2014,9512,73.00,,370.00,
2014,9514,11.36,1,141.00,
2014,9515,11.36,1,130.00,
2014,9517,11.36,1,115.00,
2014,9523,63.00,,354.00,
2014,9524,153.00,,1004.00,
2014,9525,11.36,1,152.00,
2014,9526,32.00,,247.00,
2014,9527,40.00,,321.00,
2014,9532,101.00,,598.00,
2014,9533,119.00,,955.00,
2014,9534,40.00,,240.00,
2014,9535,178.00,,714.00,
2014,9536,66.00,,498.00,
2014,9542,217.00,,995.00,
2014,9543,43.00,,196.00,
2014,9545,210.00,,1063.00,
2014,9546,11.36,1,138.00,
2014,9547,11.36,1,133.00,
2014,9548,124.00,,611.00,
2014,9552,205.00,,966.00,
2014,9553,58.00,,275.00,
2014,9554,20.00,,138.00,
2014,9555,31.00,,201.00,
2014,9556,33.00,,196.00,
2014,9562,42.00,,261.00,
2014,9565,59.00,,356.00,
2014,9573,11.36,1,38.00,
2014,9601,11.36,1,98.00,
2014,9602,133.00,,902.00,
2014,9604,38.00,,262.00,
2014,9606,160.00,,730.00,
2014,9607,79.00,,444.00,
2014,9608,29.00,,268.00,
2014,9612,11.36,1,44.00,
2014,9613,11.36,1,87.00,
2014,9614,11.36,1,59.00,
2014,9615,21.00,,117.00,
2014,9620,203.00,,693.00,
2014,9621,61.00,,245.00,
2014,9622,11.36,1,81.00,
2014,9630,465.00,,1926.00,
2014,9631,60.00,,267.00,
2014,9633,29.00,,215.00,
2014,9642,286.00,,1507.00,
2014,9643,28.00,,148.00,
2014,9650,123.00,,511.00,
2014,9651,11.36,1,124.00,
2014,9652,59.00,,251.00,
2014,9655,25.00,,99.00,
2014,9656,32.00,,173.00,
2014,9657,34.00,,189.00,
2014,9658,66.00,,350.00,
2015,1000,73.00,,970.00,
2015,1003,870.00,,3148.00,
2015,1004,1995.00,,8644.00,
2015,1005,886.00,,4198.00,
2015,1006,1342.00,,5788.00,
2015,1007,1319.00,,6615.00,
2015,1008,409.00,,2503.00,
2015,1009,868.00,,5923.00,
2015,1010,497.00,,2496.00,
2015,1011,10.16,1,28.00,
2015,1012,551.00,,3501.00,
2015,1015,118.00,,3843.00,
2015,1018,642.00,,3625.00,
2015,1020,602.00,,2942.00,
2015,1022,243.00,,1227.00,
2015,1023,149.00,,1143.00,
2015,1024,298.00,,2102.00,
2015,1025,147.00,,1199.00,
2015,1026,136.00,,982.00,
2015,1027,111.00,,563.00,
2015,1028,194.00,,1090.00,
2015,1029,10.16,1,103.00,
2015,1030,229.00,,1421.00,
2015,1031,10.16,1,99.00,
2015,1032,83.00,,656.00,
2015,1033,79.00,,799.00,
2015,1034,10.16,1,132.00,
2015,1035,10.16,1,58.00,
2015,1036,10.16,1,151.00,
2015,1037,10.16,1,171.00,
2015,1038,35.00,,217.00,
2015,1040,94.00,,1226.00,
2015,1041,29.00,,400.00,
2015,1042,32.00,,291.00,
2015,1043,10.16,1,67.00,
2015,1044,10.16,1,105.00,
2015,1045,10.16,1,32.00,
2015,1046,10.16,1,39.00,
2015,1047,10.16,1,29.00,
2015,1052,208.00,,1537.00,
2015,1053,73.00,,601.00,
2015,1054,10.16,1,151.00,
2015,1055,31.00,,350.00,
2015,1058,10.16,1,59.00,
2015,1059,10.16,1,49.00,
2015,1061,10.16,1,22.00,
2015,1062,10.16,1,34.00,
2015,1063,21.00,,152.00,
2015,1066,247.00,,2197.00,
2015,1068,10.16,1,25.00,
2015,1070,72.00,,498.00,
2015,1071,154.00,,925.00,
2015,1072,34.00,,300.00,
2015,1073,66.00,,698.00,
2015,1076,10.16,1,58.00,
2015,1077,25.00,,178.00,
2015,1078,10.16,1,48.00,
2015,1080,10.16,1,149.00,
2015,1081,10.16,1,85.00,
2015,1082,10.16,1,61.00,
2015,1083,23.00,,219.00,
2015,1084,10.16,1,152.00,
2015,1085,10.16,1,64.00,
2015,1088,10.16,1,59.00,
2015,1090,33.00,,337.00,
2015,1091,100.00,,805.00,
2015,1092,83.00,,856.00,
2015,1093,92.00,,806.00,
2015,1094,53.00,,446.00,
2015,1095,255.00,,1874.00,
2015,1096,99.00,,638.00,
2015,1097,10.16,1,98.00,
2015,1098,20.00,,114.00,
2015,1110,979.00,,4278.00,
2015,1112,44.00,,261.00,
2015,1113,21.00,,111.00,
2015,1114,10.16,1,122.00,
2015,1115,10.16,1,101.00,
2015,1116,10.16,1,85.00,
2015,1117,10.16,1,69.00,
2015,1121,10.16,1,98.00,
